country,fluregion,whoregion,year,tot_cases,B%,AH1%,AH3%,p,q,u,v
Iceland,Northern Europe,European Region of WHO,2016,603,0.0447761194029851,0.0033167495854063,0.951907131011609,-0.18538671011330216,-4.001858252768296,0.42,0.045000000000000005
Iceland,Northern Europe,European Region of WHO,2017,650,0.604615384615385,0.0615384615384615,0.333846153846154,1.1752824948812024,-1.1957302237923266,0.875,0.23125
Iceland,Northern Europe,European Region of WHO,2018,377,0.0291777188328912,0.440318302387268,0.530503978779841,-2.2921159910343105,-0.13175490827483408,0.08125,0.45999999999999996
Iceland,Northern Europe,European Region of WHO,2019,453,0.293598233995585,0.335540838852097,0.370860927152318,-0.14988682638403955,-0.07076969223024566,0.435,0.4825
India,Southern Asia,South-East Asia Region of WHO,2010,4027,0.0591010677924013,0.915321579339459,0.0255773528681401,-0.7766861587078135,2.5297226990221047,0.23125,0.9375
India,Southern Asia,South-East Asia Region of WHO,2011,1993,0.379829402910186,0.230807827395886,0.389362769693929,0.19324330653073368,-0.36976454236698914,0.58,0.40125
India,Southern Asia,South-East Asia Region of WHO,2012,3106,0.380875724404379,0.511268512556343,0.107855763039279,0.394880834742995,1.1003289399734142,0.6537499999999999,0.79125
India,Southern Asia,South-East Asia Region of WHO,2013,1212,0.16006600660066,0.173267326732673,0.666666666666667,-0.6148028484498986,-0.9527942339504631,0.27999999999999997,0.27249999999999996
India,Southern Asia,South-East Asia Region of WHO,2014,5785,0.0418323249783924,0.85980985306828,0.0983578219533276,-1.5831805859166548,1.5330776397016586,0.1325,0.85875
India,Southern Asia,South-East Asia Region of WHO,2015,761,0.102496714848883,0.851511169513798,0.0459921156373193,-0.5371817164530902,2.063721288293584,0.29874999999999996,0.90625
India,Southern Asia,South-East Asia Region of WHO,2016,1186,0.214165261382799,0.701517706576729,0.0843170320404722,-0.10383145858094069,1.4981204474364789,0.44999999999999996,0.85
India,Southern Asia,South-East Asia Region of WHO,2017,1790,0.123463687150838,0.753631284916201,0.122905027932961,-0.736651788333018,1.2823320028216232,0.2475,0.8225
India,Southern Asia,South-East Asia Region of WHO,2018,8846,0.0256613158489713,0.745873841284196,0.228464842866832,-2.268215064218433,0.8366304537480915,0.0825,0.735
India,Southern Asia,South-East Asia Region of WHO,2019,3771,0.295412357464863,0.364889949615487,0.33969769291965,-0.14325737858238916,0.05058621872958829,0.43624999999999997,0.51625
Indonesia,South-East Asia,South-East Asia Region of WHO,2010,767,0.531942633637549,0.259452411994785,0.208604954367666,0.6752654154700076,0.15424191599791792,0.74125,0.5475
Indonesia,South-East Asia,South-East Asia Region of WHO,2011,725,0.36551724137931,0.151724137931034,0.482758620689655,0.24537605575504273,-0.8184427157867187,0.6,0.3075
Indonesia,South-East Asia,South-East Asia Region of WHO,2012,1307,0.442999234889059,0.266258607498087,0.290742157612854,0.3797653063834147,-0.06220331588274687,0.64625,0.48374999999999996
Indonesia,South-East Asia,South-East Asia Region of WHO,2013,1156,0.403114186851211,0.169550173010381,0.427335640138408,0.32975075491236594,-0.6536642573319655,0.63375,0.33499999999999996
Indonesia,South-East Asia,South-East Asia Region of WHO,2014,818,0.380195599022005,0.110024449877751,0.509779951100245,0.38648454643200203,-1.0841902469777247,0.6475,0.24375
Indonesia,South-East Asia,South-East Asia Region of WHO,2015,1340,0.432089552238806,0.31044776119403,0.257462686567164,0.3463477568554423,0.13232855928483434,0.63875,0.5375
Indonesia,South-East Asia,South-East Asia Region of WHO,2016,846,0.473995271867612,0.0260047281323877,0.5,1.1633068603793595,-2.090440796457324,0.87375,0.14
Indonesia,South-East Asia,South-East Asia Region of WHO,2017,1100,0.34,0.454545454545455,0.205454545454545,0.087107324194039,0.5614944731667184,0.5375,0.67125
Indonesia,South-East Asia,South-East Asia Region of WHO,2018,631,0.385103011093502,0.286846275752773,0.328050713153724,0.18571503044263582,-0.0949091180926844,0.575,0.475
Indonesia,South-East Asia,South-East Asia Region of WHO,2019,961,0.124869927159209,0.54942767950052,0.325702393340271,-0.9962548305711914,0.3697412520133629,0.19625,0.60375
Iran (Islamic Republic of),Southern Asia,Eastern Mediterranean Region of WHO,2010,1834,0.573064340239913,0.419302071973828,0.0076335877862595,1.8905351436055862,2.8326935524279238,0.955,0.95875
Iran (Islamic Republic of),Southern Asia,Eastern Mediterranean Region of WHO,2011,974,0.0811088295687885,0.0092402464065708,0.909650924024641,-0.10003953832802151,-3.245261179342357,0.45125,0.08
Iran (Islamic Republic of),Southern Asia,Eastern Mediterranean Region of WHO,2012,379,0.474934036939314,0.49868073878628,0.0263852242744063,1.1600708278525185,2.078301326097872,0.8724999999999999,0.90875
Iran (Islamic Republic of),Southern Asia,Eastern Mediterranean Region of WHO,2013,549,0.205828779599271,0.0528233151183971,0.741347905282332,0.032115513946273606,-1.8678348346649793,0.5187499999999999,0.155
Iran (Islamic Republic of),Southern Asia,Eastern Mediterranean Region of WHO,2014,1388,0.363832853025937,0.340778097982709,0.295389048991354,0.11180463652371304,0.1010725908707356,0.545,0.5275
Iran (Islamic Republic of),Southern Asia,Eastern Mediterranean Region of WHO,2015,3224,0.107940446650124,0.843052109181141,0.0490074441687345,-0.5167776970361277,2.0117587876261256,0.30624999999999997,0.9
Iran (Islamic Republic of),Southern Asia,Eastern Mediterranean Region of WHO,2016,863,0.176129779837775,0.0046349942062572,0.819235225955968,0.8574994122202455,-3.659091131959816,0.8075,0.058750000000000004
Iran (Islamic Republic of),Southern Asia,Eastern Mediterranean Region of WHO,2017,1018,0.357563850687623,0.331041257367387,0.31139489194499,0.08790525932114537,0.04326161062436544,0.53875,0.515
Iran (Islamic Republic of),Southern Asia,Eastern Mediterranean Region of WHO,2018,2544,0.0169025157232704,0.035377358490566,0.947720125786163,-1.945387332673602,-2.3249580511259986,0.09625,0.125
Iran (Islamic Republic of),Southern Asia,Eastern Mediterranean Region of WHO,2019,6346,0.147021745981721,0.831389851875197,0.0215884021430823,0.07589579118552554,2.581606261703983,0.53125,0.93875
Ireland,Northern Europe,European Region of WHO,2010,2029,0.291769344504682,0.687530803351405,0.0206998521439133,0.7302312502018522,2.476980966081237,0.76375,0.93625
Ireland,Northern Europe,European Region of WHO,2011,526,0.0380228136882129,0.0019011406844106,0.960076045627376,-0.09516017891240768,-4.401427475232509,0.45499999999999996,0.03125
Ireland,Northern Europe,European Region of WHO,2012,1571,0.481222151495863,0.157224697644812,0.361553150859325,0.5734145248610133,-0.5888312092664579,0.71,0.35125
Ireland,Northern Europe,European Region of WHO,2013,1590,0.0188679245283019,0.320754716981132,0.660377358490566,-2.6081192723374165,-0.5106263556272455,0.0625,0.36374999999999996
Ireland,Northern Europe,European Region of WHO,2014,1930,0.23419689119171,0.0896373056994819,0.676165803108808,-0.04077810690344691,-1.4288271439486633,0.4825,0.19125
Ireland,Northern Europe,European Region of WHO,2015,2316,0.375647668393782,0.603626943005181,0.0207253886010363,0.9891805004427344,2.384079039822116,0.8362499999999999,0.9325
Ireland,Northern Europe,European Region of WHO,2016,1909,0.0523834468308015,0.0130958617077004,0.934520691461498,-0.6103919277217077,-3.0177461182809995,0.2825,0.09375
Ireland,Northern Europe,European Region of WHO,2017,5315,0.56274694261524,0.0989651928504233,0.338287864534337,0.9173317406659245,-0.8691254524750417,0.82375,0.3
Ireland,Northern Europe,European Region of WHO,2018,2641,0.0083301779628928,0.759560772434684,0.232109049602423,-3.200739264510348,0.8382984466619803,0.0425,0.73625
Ireland,Northern Europe,European Region of WHO,2019,3239,0.257795615930843,0.110836677987033,0.631367706082124,-0.021070513732719457,-1.2302460719363577,0.4925,0.22125
Israel,Western Asia,European Region of WHO,2010,1545,0.23495145631068,0.471197411003236,0.293851132686084,-0.37542209777268193,0.3338985445472359,0.355,0.5925
Israel,Western Asia,European Region of WHO,2011,565,0.39646017699115,0.138053097345133,0.465486725663717,0.3651492101479239,-0.8594495469613628,0.645,0.30374999999999996
Israel,Western Asia,European Region of WHO,2012,1348,0.0682492581602374,0.695103857566766,0.236646884272997,-1.455118251230288,0.7619020267670976,0.15125,0.7175
Israel,Western Asia,European Region of WHO,2013,1075,0.312558139534884,0.292093023255814,0.395348837209302,-0.06828354166374827,-0.21403852365001275,0.46625,0.445
Israel,Western Asia,European Region of WHO,2014,873,0.130584192439863,0.172966781214204,0.696449026345934,-0.798149013586276,-0.9849255319075861,0.23,0.26499999999999996
Israel,Western Asia,European Region of WHO,2015,1675,0.464477611940299,0.530746268656716,0.004776119402985,1.8142204041702836,3.3309365849451016,0.9475,0.97125
Israel,Western Asia,European Region of WHO,2016,1310,0.0229007633587786,0.0099236641221374,0.967175572519084,-1.1867621748664259,-3.238165680701809,0.17125,0.08125
Israel,Western Asia,European Region of WHO,2017,1621,0.656384947563233,0.264651449722394,0.0789636027143738,1.2353977663597862,0.8551937891042042,0.885,0.74
Israel,Western Asia,European Region of WHO,2018,1436,0.0104456824512535,0.484679665738162,0.504874651810585,-3.1498073979351293,-0.02886550914683186,0.045000000000000005,0.49374999999999997
Israel,Western Asia,European Region of WHO,2019,2074,0.279652844744455,0.711668273866924,0.008678881388621,1.0363764337057106,3.1160210625258338,0.8475,0.9662499999999999
Italy,South West Europe,European Region of WHO,2010,2864,0.209497206703911,0.771648044692737,0.018854748603352,0.4507581518188689,2.6246133163360876,0.6749999999999999,0.94125
Italy,South West Europe,European Region of WHO,2011,1289,0.0325833979829325,0.0023273855702094,0.965089216446858,-0.3059250717861861,-4.262068435064892,0.3825,0.036250000000000004
Italy,South West Europe,European Region of WHO,2012,1586,0.591424968474149,0.354350567465322,0.0542244640605296,1.1845939589721712,1.3273487142141818,0.87875,0.825
Italy,South West Europe,European Region of WHO,2013,737,0.0379918588873813,0.355495251017639,0.60651289009498,-2.043892648570857,-0.37774640624718997,0.0925,0.39749999999999996
Italy,South West Europe,European Region of WHO,2014,3684,0.156080347448426,0.466612377850163,0.377307274701412,-0.8074403886523861,0.1502170428217585,0.2275,0.545
Italy,South West Europe,European Region of WHO,2015,2401,0.572678050812162,0.164098292378176,0.263223656809663,0.827591837332299,-0.33413516700829043,0.79875,0.41125
Italy,South West Europe,European Region of WHO,2016,2841,0.0478704681450194,0.0130235832453361,0.939105948609644,-0.683690369858335,-3.0251205392291634,0.26125,0.0925
Italy,South West Europe,European Region of WHO,2017,4961,0.587583148558758,0.382584156420077,0.0298326950211651,1.3919151752647256,1.8040724352300255,0.91375,0.89
Italy,South West Europe,European Region of WHO,2018,6361,0.0014148718754912,0.497091652255935,0.501493475868574,-4.78968613501742,-0.006233979254645204,0.0175,0.4975
Italy,South West Europe,European Region of WHO,2019,3835,0.333246414602347,0.263885267275098,0.402868318122555,0.017816049576970156,-0.2991735836378672,0.50875,0.42374999999999996
Japan,Eastern Asia,Western Pacific Region of WHO,2010,11845,0.136344449134656,0.540396791895315,0.32325875897003,-0.914634565793362,0.3633472124269909,0.20750000000000002,0.60125
Japan,Eastern Asia,Western Pacific Region of WHO,2011,7322,0.295411089866157,0.0023217700081944,0.702267140125649,1.6248658038885326,-4.0389826513788805,0.9325,0.043750000000000004
Japan,Eastern Asia,Western Pacific Region of WHO,2012,6616,0.20903869407497,0.0207073760580411,0.770253929866989,0.41144427863750616,-2.5570609472558914,0.6575,0.115
Japan,Eastern Asia,Western Pacific Region of WHO,2013,8348,0.370148538572113,0.419262098706277,0.21058936272161,0.17938528436607906,0.48690394969548545,0.57,0.6425
Japan,Eastern Asia,Western Pacific Region of WHO,2014,6203,0.142672900209576,0.0133806222795422,0.843946477510882,0.24054501989673174,-2.930449562761795,0.59875,0.10125
Japan,Eastern Asia,Western Pacific Region of WHO,2015,7372,0.426478567552903,0.489690721649485,0.0838307107976126,0.6076983186801359,1.2480255039469101,0.72375,0.8125
Japan,Eastern Asia,Western Pacific Region of WHO,2016,9513,0.17712603805319,0.0332177020918743,0.789656259854935,0.07309377458118096,-2.2404783065326552,0.53,0.13125
Japan,Eastern Asia,Western Pacific Region of WHO,2017,10742,0.46657978030162,0.22491156209272,0.30850865760566,0.46679145252984083,-0.22347589313276964,0.6775,0.43624999999999997
Japan,Eastern Asia,Western Pacific Region of WHO,2018,8365,0.0503287507471608,0.363538553496712,0.586132695756127,-1.8094701457813642,-0.3377572289522811,0.10625,0.41
Japan,Eastern Asia,Western Pacific Region of WHO,2019,6530,0.15635528330781,0.810260336906585,0.0333843797856049,-0.041307366018575334,2.2551526622070797,0.48124999999999996,0.92125
Jordan,Western Asia,Eastern Mediterranean Region of WHO,2010,146,0.623287671232877,0.102739726027397,0.273972602739726,1.0715657681567585,-0.6935510159907293,0.8575,0.33125
Jordan,Western Asia,Eastern Mediterranean Region of WHO,2011,116,0.0086192304238505,0.0001692708333333,0.991211498742816,-0.3325921430602943,-6.13428087849251,0.37374999999999997,0.00375
Jordan,Western Asia,Eastern Mediterranean Region of WHO,2012,207,0.516908212560386,0.458937198067633,0.0241545893719807,1.299186034260875,2.082032768958585,0.8987499999999999,0.91
Jordan,Western Asia,Eastern Mediterranean Region of WHO,2013,132,0.143939393939394,0.128787878787879,0.727272727272727,-0.6159174912392013,-1.2240971897530946,0.27749999999999997,0.225
Jordan,Western Asia,Eastern Mediterranean Region of WHO,2014,492,0.166666666666667,0.672764227642276,0.160569105691057,-0.5544533253576445,1.0130510419557666,0.29374999999999996,0.7675
Jordan,Western Asia,Eastern Mediterranean Region of WHO,2015,550,0.08,0.84,0.08,-0.9599449289760158,1.6626733894545571,0.20125,0.87375
Jordan,Western Asia,Eastern Mediterranean Region of WHO,2016,117,0.162365673967236,0.0001692708333333,0.83746505519943,2.133333212263329,-6.015099166572536,0.96875,0.015
Jordan,Western Asia,Eastern Mediterranean Region of WHO,2017,479,0.154488517745303,0.816283924843424,0.0292275574112735,0.00014913179726272672,2.354418256874053,0.49874999999999997,0.93125
Jordan,Western Asia,Eastern Mediterranean Region of WHO,2018,110,0.0909090909090909,0.363636363636364,0.545454545454545,-1.2974350432416806,-0.2867071274778184,0.1625,0.42624999999999996
Jordan,Western Asia,Eastern Mediterranean Region of WHO,2019,368,0.0978260869565217,0.638586956521739,0.263586956521739,-1.1705534281917276,0.6257007846508904,0.17250000000000001,0.6825
Kazakhstan,Central Asia,European Region of WHO,2010,127,0.283464566929134,0.362204724409449,0.354330708661417,-0.1911687977983269,0.015541433983913567,0.4175,0.50625
Kazakhstan,Central Asia,European Region of WHO,2011,378,0.0343915343915344,0.497354497354497,0.468253968253968,-2.1566503783266966,0.04263304486696307,0.08750000000000001,0.5137499999999999
Kazakhstan,Central Asia,European Region of WHO,2012,602,0.411960132890365,0.0299003322259136,0.558139534883721,0.9468807049729696,-2.0695172779674658,0.82875,0.14375000000000002
Kazakhstan,Central Asia,European Region of WHO,2013,608,0.0279605263157895,0.386513157894737,0.585526315789474,-2.3139878717938682,-0.2936934192675322,0.08,0.425
Kazakhstan,Central Asia,European Region of WHO,2014,549,0.358834244080146,0.0546448087431694,0.586520947176685,0.5677339676014768,-1.67821482343847,0.7062499999999999,0.16625
Kazakhstan,Central Asia,European Region of WHO,2015,961,0.0457856399583767,0.783558792924037,0.170655567117586,-1.6964971582472992,1.0777713073392112,0.1225,0.78375
Kazakhstan,Central Asia,European Region of WHO,2016,1274,0.375132722560178,0.0001692708333333,0.624698006606489,2.936753150615801,-5.807838253539932,0.99,0.02125
Kazakhstan,Central Asia,European Region of WHO,2017,425,0.310588235294118,0.395294117647059,0.294117647058824,-0.07620928892754375,0.209056291049031,0.46375,0.565
Kazakhstan,Central Asia,European Region of WHO,2018,476,0.0777310924369748,0.626050420168067,0.296218487394958,-1.3978493119569708,0.5291517604112836,0.15625,0.66
Kazakhstan,Central Asia,European Region of WHO,2019,688,0.383720930232558,0.373546511627907,0.242732558139535,0.19793032830983837,0.304821198118829,0.585,0.59
Lao People's Democratic Republic,South-East Asia,Western Pacific Region of WHO,2010,74,0.5,0.459459459459459,0.0405405405405405,1.0601648852195447,1.7166772406525457,0.85375,0.8825
Lao People's Democratic Republic,South-East Asia,Western Pacific Region of WHO,2011,261,0.390804597701149,0.0153256704980843,0.593869731800766,1.1513525038586134,-2.5859819571116076,0.87,0.11375
Lao People's Democratic Republic,South-East Asia,Western Pacific Region of WHO,2012,286,0.479020979020979,0.241258741258741,0.27972027972028,0.49962597965181127,-0.10459532705117727,0.68875,0.4725
Lao People's Democratic Republic,South-East Asia,Western Pacific Region of WHO,2013,300,0.3,0.276666666666667,0.423333333333333,-0.10753601004892052,-0.30076537941571324,0.4475,0.4225
Lao People's Democratic Republic,South-East Asia,Western Pacific Region of WHO,2014,520,0.528846153846154,0.184615384615385,0.286538461538462,0.6798345258746596,-0.31084280774394724,0.745,0.4175
Lao People's Democratic Republic,South-East Asia,Western Pacific Region of WHO,2015,460,0.302173913043478,0.1,0.597826086956522,0.17290759161313432,-1.2643986373436686,0.56375,0.21625
Lao People's Democratic Republic,South-East Asia,Western Pacific Region of WHO,2016,721,0.539528432732316,0.309292649098474,0.151178918169209,0.746538759321312,0.5061639262105517,0.77125,0.65
Lao People's Democratic Republic,South-East Asia,Western Pacific Region of WHO,2017,751,0.338215712383489,0.0572569906790945,0.604527296937417,0.4880082571580608,-1.6665779094869089,0.6825,0.16875
Lao People's Democratic Republic,South-East Asia,Western Pacific Region of WHO,2018,695,0.0863309352517986,0.892086330935252,0.0215827338129496,-0.38746051396760367,2.631617583055738,0.3475,0.9425
Lao People's Democratic Republic,South-East Asia,Western Pacific Region of WHO,2019,444,0.583333333333333,0.0833333333333333,0.333333333333333,1.0228766804893368,-0.9802581434685468,0.84375,0.26749999999999996
Latvia,Northern Europe,European Region of WHO,2010,2451,0.49734802121583,0.492860057119543,0.0097919216646266,1.6071906656146053,2.7709163965102808,0.9299999999999999,0.95625
Latvia,Northern Europe,European Region of WHO,2011,1258,0.0222575516693164,0.0031796502384737,0.97456279809221,-0.7484813776694811,-4.048340298596197,0.2425,0.0425
Latvia,Northern Europe,European Region of WHO,2012,2994,0.338343353373413,0.519038076152305,0.142618570474282,0.17798460500829935,0.9134430273255767,0.5675,0.75375
Latvia,Northern Europe,European Region of WHO,2013,327,0.0795107033639144,0.480122324159021,0.440366972477064,-1.4328968060479959,0.061117010946543794,0.155,0.52
Latvia,Northern Europe,European Region of WHO,2014,1879,0.205428419372006,0.166045769026078,0.628525811601916,-0.36964648157636154,-0.9412394731628988,0.36124999999999996,0.27625
Latvia,Northern Europe,European Region of WHO,2015,2545,0.159840516361452,0.839653621574407,0.0005058620641407,1.6725340037377057,5.2428295811664025,0.9375,0.99125
Latvia,Northern Europe,European Region of WHO,2016,3366,0.395127748068925,0.0026737967914438,0.602198455139632,1.8674631041507923,-3.830459354403133,0.95375,0.0475
Latvia,Northern Europe,European Region of WHO,2017,2626,0.497715156130998,0.22962680883473,0.272658035034273,0.5614973761832798,-0.12145476100882258,0.705,0.46375
Latvia,Northern Europe,European Region of WHO,2018,1781,0.0061763054463784,0.806850084222347,0.186973610331275,-3.3813837575215766,1.0339106023315254,0.03875,0.7775
Latvia,Northern Europe,European Region of WHO,2019,528,0.53030303030303,0.259469696969697,0.210227272727273,0.6695549895769505,0.14881113441073682,0.7374999999999999,0.54375
Lithuania,Northern Europe,European Region of WHO,2010,633,0.224252411349976,0.775407985724214,0.0003396029258098,2.144174478884602,5.468316624099536,0.97,0.9974999999999999
Lithuania,Northern Europe,European Region of WHO,2011,86,0.0001645569620253,0.209267883426553,0.790567559611422,-6.379027845930358,-0.9398410414404521,0.007500000000000001,0.27999999999999997
Lithuania,Northern Europe,European Region of WHO,2012,745,0.229530201342282,0.613422818791946,0.157046979865772,-0.24639017757261286,0.9634396758365922,0.40125,0.76
Lithuania,Northern Europe,European Region of WHO,2013,161,0.0683229813664596,0.0248447204968944,0.906832298136646,-0.6426278950010782,-2.5436838935075996,0.26875,0.11750000000000001
Lithuania,Northern Europe,European Region of WHO,2014,486,0.222222222222222,0.127572016460905,0.650205761316872,-0.21172333785496866,-1.1515996394554209,0.40625,0.23625000000000002
Lithuania,Northern Europe,European Region of WHO,2015,784,0.192602040816327,0.80484693877551,0.0025510204081632,1.1815140843334813,4.06880462405242,0.8775,0.9825
Lithuania,Northern Europe,European Region of WHO,2016,877,0.088939566704675,0.0079817559863169,0.903078677309008,0.03794509153724672,-3.3436613596211724,0.52125,0.07375
Lithuania,Northern Europe,European Region of WHO,2017,943,0.861081654294804,0.0668080593849417,0.0721102863202545,2.0560846452180965,-0.05400385119798824,0.96375,0.485
Lithuania,Northern Europe,European Region of WHO,2018,1749,0.0022870211549456,0.452830188679245,0.544882790165809,-4.393399729447858,-0.13085259310429118,0.02,0.46125
Lithuania,Northern Europe,European Region of WHO,2019,838,0.176610978520286,0.64200477326969,0.181384248210024,-0.5377914062963443,0.8937674428708722,0.2975,0.74625
Luxembourg,South West Europe,European Region of WHO,2010,670,0.507290350754067,0.492370046320123,0.0003396029258098,2.996099378451644,5.147177882640475,0.99375,0.99
Luxembourg,South West Europe,European Region of WHO,2011,246,0.113821138211382,0.130081300813008,0.75609756097561,-0.8275493139478528,-1.2445155510742822,0.22375,0.21875
Luxembourg,South West Europe,European Region of WHO,2012,405,0.464197530864198,0.422222222222222,0.11358024691358,0.6134252968787192,0.928446873193801,0.73125,0.7575
Luxembourg,South West Europe,European Region of WHO,2013,127,0.0078740157480315,0.354330708661417,0.637795275590551,-3.3480898087470354,-0.41562793664331366,0.04,0.39125
Luxembourg,South West Europe,European Region of WHO,2014,492,0.306910569105691,0.223577235772358,0.469512195121951,-0.04422896768747651,-0.5246289276736829,0.48,0.36124999999999996
Luxembourg,South West Europe,European Region of WHO,2015,419,0.701670644391408,0.293556085918854,0.0047732696897374,2.3930812594808604,2.9125991182693878,0.97875,0.965
Luxembourg,South West Europe,European Region of WHO,2016,219,0.0182648401826484,0.0136986301369863,0.968036529680365,-1.5034191720746124,-3.0108422796192733,0.14250000000000002,0.09625
Luxembourg,South West Europe,European Region of WHO,2017,1030,0.506796116504854,0.444660194174757,0.0485436893203883,1.0110036155567417,1.5661327522340103,0.8412499999999999,0.865
Luxembourg,South West Europe,European Region of WHO,2018,365,0.0027397260273972,0.202739726027397,0.794520547945205,-4.071846410286273,-0.9657776350867888,0.026250000000000002,0.26999999999999996
Luxembourg,South West Europe,European Region of WHO,2019,547,0.382084095063985,0.424131627056673,0.193784277879342,0.23453539246034485,0.5538755237503475,0.59625,0.66625
Madagascar,Eastern Africa,African Region of WHO,2010,540,0.37037037037037,0.0388888888888889,0.590740740740741,0.729507522067618,-1.9238032624266832,0.7625,0.1525
Madagascar,Eastern Africa,African Region of WHO,2011,358,0.377094972067039,0.396648044692737,0.226256983240223,0.18790580608032542,0.39695412196925417,0.57625,0.6124999999999999
Madagascar,Eastern Africa,African Region of WHO,2012,589,0.517826825127334,0.118845500848896,0.363327674023769,0.745523553027289,-0.7901782324144366,0.77,0.3125
Madagascar,Eastern Africa,African Region of WHO,2013,578,0.314878892733564,0.307958477508651,0.377162629757785,-0.06461151323204097,-0.14333868511121092,0.46749999999999997,0.45749999999999996
Madagascar,Eastern Africa,African Region of WHO,2014,729,0.47599451303155,0.0150891632373114,0.508916323731139,1.381737659632854,-2.487818589368663,0.91125,0.11875000000000001
Madagascar,Eastern Africa,African Region of WHO,2015,345,0.104347826086957,0.620289855072464,0.27536231884058,-1.123832029842403,0.5742407971668593,0.18,0.6749999999999999
Madagascar,Eastern Africa,African Region of WHO,2016,413,0.791767554479419,0.0290556900726392,0.179176755447942,1.9558965751612942,-1.286339271392339,0.96,0.21375
Madagascar,Eastern Africa,African Region of WHO,2017,470,0.302127659574468,0.295744680851064,0.402127659574468,-0.10800895728071314,-0.21727487990805006,0.44625,0.4425
Madagascar,Eastern Africa,African Region of WHO,2018,226,0.247787610619469,0.384955752212389,0.367256637168142,-0.3404975862577885,0.03328175610125167,0.36874999999999997,0.50875
Madagascar,Eastern Africa,African Region of WHO,2019,358,0.684357541899441,0.301675977653631,0.0139664804469274,1.9232361741504673,2.172722279323952,0.9575,0.91875
Mexico,Central America and Caribbean,Region of the Americas of WHO,2010,4883,0.124923202949007,0.0618472250665574,0.813229571984436,-0.4777657622855346,-1.8217518784314248,0.315,0.15875
Mexico,Central America and Caribbean,Region of the Americas of WHO,2011,5276,0.0231235784685368,0.931387414708112,0.045489006823351,-1.7850413131301834,2.1349000674783607,0.11125,0.91625
Mexico,Central America and Caribbean,Region of the Americas of WHO,2012,2720,0.402573529411765,0.0227941176470588,0.574632352941176,1.0269577884316556,-2.281994764610371,0.84625,0.1275
Mexico,Central America and Caribbean,Region of the Americas of WHO,2013,7810,0.0599231754161332,0.779897567221511,0.160179257362356,-1.4490076882033622,1.1192574321755684,0.15375,0.79625
Mexico,Central America and Caribbean,Region of the Americas of WHO,2014,2971,0.376977448670481,0.0043756311006395,0.618646920228879,1.6169838146375577,-3.5012278747669145,0.93125,0.06625
Mexico,Central America and Caribbean,Region of the Americas of WHO,2015,9050,0.210497237569061,0.468508287292818,0.320994475138122,-0.4988927371469231,0.26737820156771597,0.30874999999999997,0.5825
Mexico,Central America and Caribbean,Region of the Americas of WHO,2016,5141,0.262594825909356,0.513518770667185,0.223886403423458,-0.20869687799404787,0.5870031298706161,0.40875,0.67625
Mexico,Central America and Caribbean,Region of the Americas of WHO,2017,3877,0.252514831054939,0.0982718596853237,0.649213309259737,-0.00022824557753166588,-1.3350343047484652,0.4975,0.2025
Mexico,Central America and Caribbean,Region of the Americas of WHO,2018,7704,0.185228452751817,0.69055036344756,0.124221183800623,-0.3741076040570661,1.212988785091411,0.35874999999999996,0.80625
Mexico,Central America and Caribbean,Region of the Americas of WHO,2019,6563,0.312661892427244,0.456955660521103,0.230382447051653,-0.03024398168044131,0.4842589833888587,0.48874999999999996,0.64125
Mongolia,Eastern Asia,Western Pacific Region of WHO,2010,472,0.0211864406779661,0.211864406779661,0.766949152542373,-2.405253677499185,-0.9096745074901813,0.07375,0.2875
Mongolia,Eastern Asia,Western Pacific Region of WHO,2011,429,0.552447552447552,0.0606060606060606,0.386946386946387,1.0475797922618098,-1.3108990746943292,0.84875,0.20875000000000002
Mongolia,Eastern Asia,Western Pacific Region of WHO,2012,480,0.0041666666666666,0.225,0.770833333333333,-3.7596972588987962,-0.8707113347490244,0.03375,0.29624999999999996
Mongolia,Eastern Asia,Western Pacific Region of WHO,2013,669,0.47085201793722,0.309417040358744,0.219730941704036,0.4825469880368423,0.24203289771331554,0.68125,0.57625
Mongolia,Eastern Asia,Western Pacific Region of WHO,2014,310,0.0612903225806452,0.0064516129032258,0.932258064516129,-0.19216080072443034,-3.516639664526458,0.415,0.065
Mongolia,Eastern Asia,Western Pacific Region of WHO,2015,464,0.411637931034483,0.575431034482759,0.0129310344827586,1.275995842674415,2.6838161435838916,0.89125,0.95
Mongolia,Eastern Asia,Western Pacific Region of WHO,2016,530,0.0320700422562893,0.0001692708333333,0.967760686910377,0.7499991042302875,-6.117350551087004,0.7737499999999999,0.007500000000000001
Mongolia,Eastern Asia,Western Pacific Region of WHO,2017,388,0.644329896907217,0.211340206185567,0.144329896907216,1.0658754156523123,0.2696675853462758,0.85625,0.58375
Mongolia,Eastern Asia,Western Pacific Region of WHO,2018,767,0.0001645569620253,0.821246843694816,0.178588599343158,-6.32985118436606,1.078860317954537,0.01,0.785
Mongolia,Eastern Asia,Western Pacific Region of WHO,2019,1172,0.294368600682594,0.0051194539249146,0.700511945392492,1.3001917092184212,-3.4780911250564928,0.9,0.06875
Netherlands,South West Europe,European Region of WHO,2010,1036,0.41023166023166,0.578185328185328,0.0115830115830116,1.3161966076584475,2.7650385008087097,0.90125,0.955
Netherlands,South West Europe,European Region of WHO,2011,539,0.0871985157699443,0.012987012987013,0.899814471243043,-0.17545035158398845,-2.9968873546724235,0.425,0.09875
